Date,NVDA_adj_close,NVDA_Volume,USD_GDP_Billions,Inflation,US_Interest_Rate,SP500,DXI,GoldPrice,Google_Adj_Close,AAPL_Adj_Close,MSFT_Adj_Close,INTC_Adj_Close,NVDA_adj_close_Short_MA,NVDA_adj_close_Long_MA
2009-02-04,1.999719,77923200,14412.57288,1.62,0.22,832.2,85.040001,902.2,8.542979,2.828549,13.781176,8.871589,1.8344897500000001,
2009-02-05,2.146487,91919200,14411.98162,1.62,0.22,845.9,85.720001,914.2,8.809978,2.916536,14.084469,9.108079,1.8429748,
2009-02-06,2.263443,115788000,14411.39036,1.62,0.22,868.6,86.050003,914.3,9.247339,3.015103,14.5431,9.414878,1.8598302500000004,
2009-02-09,2.233631,71612800,14409.61657,1.62,0.22,869.9,85.160004,892.8,9.433889,3.099461,14.380364,9.529923,1.8805842,
2009-02-10,2.137314,112966400,14409.02531,1.62,0.22,827.2,85.050003,914.2,8.929281,2.957958,13.906934,8.999419,1.9001915,
2009-02-11,1.869003,198340000,14408.43405,1.62,0.22,833.7,85.559998,944.5,8.917575,2.927419,14.210218,8.999419,1.9059246,
2009-02-12,1.907989,102402000,14407.84279,1.62,0.22,835.2,85.860001,949.2,9.042357,3.001497,14.24721,8.94829,1.9175055500000002,
2009-02-13,1.905695,76430400,14407.25152,1.62,0.22,826.8,86.080002,942.2,8.908608,2.998172,14.121456,8.871589,1.9259905999999998,
2009-02-17,1.795619,77957600,14404.88648,1.62,0.22,789.2,86.559998,967.5,8.534511,2.85818,13.473482,8.443353,1.924156,
2009-02-18,1.843777,64625200,14404.29521,1.62,0.22,788.4,87.809998,978.2,8.794785,2.853343,13.49582,8.539223,1.9336730000000002,
2009-02-19,1.701596,74398800,14403.70395,1.62,0.22,778.9,88.059998,976.5,8.534012,2.740563,13.339411,8.10459,1.9320677499999999,
2009-02-20,1.745168,77005600,14403.11269,1.62,0.22,770.0,87.489998,1002.2,8.628907,2.757495,13.406446,8.168509,1.93424635,
2009-02-23,1.664903,67954800,14401.3389,1.62,0.22,743.3,86.849998,995.0,8.220687,2.628994,12.818054,7.721096,1.9290864499999998,
2009-02-24,1.813965,65952400,14400.74764,1.62,0.22,773.1,87.309998,969.5,8.604,2.728771,12.788258,8.13655,1.9283985000000001,
2009-02-25,1.834604,70236000,14400.15638,1.62,0.22,764.9,86.739998,966.2,8.509106,2.756285,12.631849,8.3283,1.92335335,
2009-02-26,1.894229,111755600,14399.56512,1.62,0.22,752.8,87.82,942.6,8.398022,2.696722,12.22966,8.123767,1.9172761999999999,
2009-02-27,1.898815,75544400,14398.97386,1.62,0.22,735.1,87.910004,942.5,8.418197,2.70035,12.02856,8.142941,1.9172762000000003,
2009-03-02,1.738288,70006400,14397.25729,1.62,0.18,700.8,88.580002,940.0,8.148458,2.658927,11.76043,7.868104,1.9130337000000002,
2009-03-03,1.807085,104137200,14396.72325,1.62,0.18,696.3,89.0,913.6,8.106614,2.671928,11.827461,7.848927,1.90730055,
2009-03-04,1.940095,110866800,14396.1892,1.62,0.18,712.9,89.209999,906.7,7.943227,2.756588,12.006216,8.155728,1.90707125,
2009-03-05,1.894229,95525200,14395.65516,1.62,0.18,682.5,88.5,927.8,7.612467,2.686139,11.373133,7.868104,1.9017967500000001,
2009-03-06,1.924042,97475600,14395.12112,1.62,0.18,683.4,89.059998,942.7,7.685443,2.579105,11.380582,7.932017,1.8906745,
2009-03-09,1.903402,68276800,14393.51899,1.62,0.18,676.5,88.589996,918.0,7.245094,2.512888,11.283758,8.021502,1.8726724500000003,
2009-03-10,2.075397,125480000,14392.98495,1.62,0.18,719.6,89.290001,895.9,7.67548,2.67979,12.274343,8.897157,1.8647607499999999,
2009-03-11,2.132727,86491600,14392.4509,1.62,0.18,721.4,88.519997,910.7,7.918071,2.802244,12.743571,8.922721,1.8645314,
2009-03-12,2.258856,160460400,14391.91686,1.62,0.18,750.7,87.68,924.0,8.058046,2.913208,12.669092,9.280654,1.88402405,
2009-03-13,2.247391,119515600,14391.38282,1.62,0.18,756.5,87.489998,930.1,8.080213,2.90051,12.400966,9.3957,1.90099415,
2009-03-16,2.160247,69934400,14389.78069,1.62,0.18,753.9,87.290001,922.0,7.962405,2.885089,12.103042,9.108079,1.91372175,
2009-03-17,2.26803,100538400,14389.24665,1.62,0.18,778.1,86.989998,916.8,8.352194,3.01329,12.58716,9.523536,1.9373422999999999,
2009-03-18,2.339121,135956000,14388.7126,1.62,0.18,794.4,86.809998,889.1,8.296403,3.069527,12.631849,9.740854,1.9621095,
2009-03-19,2.311601,82264800,14388.17856,1.62,0.18,784.0,84.209999,958.8,8.217698,3.072551,12.765913,9.68333,1.9926097500000002,
2009-03-20,2.185472,109367200,14387.64452,1.62,0.18,768.5,83.07,956.2,8.223178,3.071644,12.706331,9.363747,2.0146249500000004,
2009-03-23,2.343707,81604800,14386.04239,1.62,0.18,822.9,83.5,952.5,8.682456,3.255175,13.652233,9.919817,2.04856515,
2009-03-24,2.242804,111486800,14385.50834,1.62,0.18,806.1,83.459999,923.8,8.64684,3.220102,13.35431,9.587449,2.0700070999999998,
2009-03-25,2.279496,124385200,14384.9743,1.62,0.18,813.9,84.080002,935.8,8.569629,3.219798,13.317069,9.5491,2.0922517,
2009-03-26,2.421678,133366400,14384.44026,1.62,0.18,832.9,83.720001,940.0,8.799268,3.321996,14.02463,10.111564,2.11862415,
2009-03-27,2.398745,73189200,14383.90622,1.62,0.18,815.9,84.080002,925.3,8.66004,3.230684,13.50327,9.8559,2.14362065,
2009-03-30,2.245097,78005200,14382.30409,1.62,0.18,787.5,85.389999,917.7,8.535258,3.159328,13.019145,9.408488,2.1689610999999998,
2009-03-31,2.261149,80527200,14381.77004,1.62,0.18,797.9,85.769997,925.0,8.669006,3.178377,13.682021,9.606627,2.1916643000000002,
2009-04-01,2.318482,88792000,14381.236,1.62,0.15,811.1,85.610001,927.7,8.819193,3.286318,14.382139,9.606627,2.21058365,
2009-04-02,2.426264,100286000,14381.98762,1.62,0.15,834.4,85.410004,908.9,9.028658,3.407865,14.367242,10.034867,2.2371854,
2009-04-03,2.595965,100320800,14382.73924,1.62,0.15,842.5,84.32,897.3,9.209979,3.507039,13.965048,10.194657,2.2707815499999997,
2009-04-06,2.602845,88728800,14384.99411,1.62,0.15,835.5,84.010002,872.8,9.171623,3.581418,13.972496,10.137132,2.3057537,
2009-04-07,2.513408,60780400,14385.74573,1.62,0.15,815.5,84.690002,883.3,8.932768,3.477105,13.972496,9.875075,2.32765425,
2009-04-08,2.616605,73165200,14386.49736,1.62,0.15,825.2,85.209999,885.9,9.016205,3.517016,14.292759,9.760029,2.35184815,
2009-04-09,2.761079,90441200,14387.24898,1.62,0.15,856.6,85.220001,883.3,9.277725,3.615282,14.650264,10.213834,2.3769593,
2009-04-13,2.671642,76762800,14390.25547,1.62,0.15,858.7,85.550003,895.8,9.417451,3.634936,14.590677,10.213834,2.3981718499999998,
2009-04-14,2.687696,71196000,14391.00709,1.62,0.15,841.5,84.610001,892.0,9.18831,3.577186,14.411929,10.233011,2.4245443,
2009-04-15,2.612019,104536800,14391.75871,1.62,0.15,852.1,84.779999,893.5,9.452071,3.556928,14.02463,9.983736,2.44174375,
2009-04-16,2.678523,103877200,14392.51033,1.62,0.15,865.3,84.919998,879.8,9.682209,3.672125,14.717302,10.156304,2.4587138499999996,
2009-04-17,2.696868,69576400,14393.26196,1.62,0.15,869.6,85.199997,867.9,9.769382,3.731688,14.300211,9.970951,2.4779772,
2009-04-20,2.534047,59066000,14395.51682,1.62,0.15,832.4,85.809998,887.5,9.44709,3.6434,13.86078,9.587449,2.49540595,
2009-04-21,2.527168,93218400,14396.26844,1.62,0.15,850.1,86.650002,882.7,9.501137,3.681498,14.128904,9.81755,2.504579,
2009-04-22,2.602845,91640400,14397.02007,1.62,0.15,843.5,86.5,892.5,9.560664,3.673939,13.987392,10.015695,2.5225810500000003,
2009-04-23,2.561566,75395200,14397.77169,1.62,0.15,851.9,86.300003,906.6,9.581337,3.791556,14.091664,9.926208,2.53668455,
2009-04-24,2.621191,75950800,14398.52331,1.62,0.15,866.2,85.410004,914.1,9.700889,3.746201,15.573818,9.983736,2.5466602000000003,
2009-04-27,2.527168,78702400,14400.77818,1.62,0.15,857.5,84.739998,908.2,9.612719,3.771297,15.19397,9.766418,2.5530813500000002,
2009-04-28,2.534047,63439200,14401.5298,1.62,0.15,855.2,85.669998,893.6,9.556928,3.746201,14.843917,9.619413,2.56752885,2.1243572125
2009-04-29,2.495062,85966800,14402.28142,1.62,0.15,873.6,85.169998,900.5,9.750204,3.783696,15.082258,9.811167,2.5792244999999996,2.1305776625
2009-04-30,2.632658,111027600,14403.03304,1.62,0.15,872.8,84.68,891.2,9.862284,3.804558,15.089695,10.086,2.5949333,2.1380594250000002
2009-05-01,2.676229,84054800,14403.78467,1.62,0.18,877.5,84.809998,888.2,9.805497,3.84719,15.074801,10.105172,2.6074315500000003,2.1452258625
2009-05-04,2.820704,92770400,14405.9668,1.62,0.18,907.2,84.599998,902.2,10.011973,3.993227,15.03756,10.648461,2.6186685,2.1557748375
2009-05-05,2.706042,83707600,14406.69417,1.62,0.18,903.8,83.690002,904.3,10.037128,4.012579,14.739641,10.416415,2.6238283499999997,2.1655211875
2009-05-06,2.651003,93508800,14407.42155,1.62,0.18,919.5,84.139999,911.0,10.049084,4.006229,14.739641,10.390633,2.6307081,2.175926825
2009-05-07,2.460663,128919600,14408.14892,1.62,0.18,907.4,84.0,915.5,9.878224,3.902218,14.389585,10.165029,2.6229109999999998,2.1848705125000003
2009-05-08,2.121261,293056400,14408.8763,1.62,0.18,929.2,83.870003,914.9,10.145223,3.90615,14.464068,9.85563,2.5909201,2.1894570125
2009-05-11,2.16254,103859600,14411.05843,1.62,0.18,909.2,82.419998,913.5,10.161413,3.917639,14.389585,9.907194,2.565465,2.1955341375
2009-05-12,2.059344,120138400,14411.78581,1.62,0.18,908.4,82.790001,923.9,9.938,3.761926,14.814122,9.804066,2.5340474,2.1995760125
2009-05-13,1.926334,130560800,14412.51318,1.62,0.18,883.9,82.309998,925.9,9.702134,3.612862,14.709847,9.752495,2.49976315,2.2007513
2009-05-14,1.953854,101786400,14413.24056,1.62,0.18,893.1,82.57,928.4,9.651324,3.717479,14.940736,10.016776,2.4635297,2.2045065125
2009-05-15,2.004305,78030800,14413.96794,1.62,0.18,882.9,82.43,931.3,9.713591,3.701452,15.059901,9.79117,2.42890155,2.2078890625
2009-05-18,2.125848,93832000,14416.15006,1.62,0.18,909.7,82.970001,921.7,9.883953,3.829351,15.342933,10.003885,2.4084916,2.2131922125
2009-05-19,2.167127,85976800,14416.87744,1.62,0.18,908.1,82.540001,926.7,9.934762,3.85354,15.223004,10.087677,2.3904895500000003,2.2181800375000003
2009-05-20,2.231338,130943600,14417.60482,1.62,0.18,903.5,82.089996,937.4,9.892421,3.805766,15.27547,10.04256,2.3719142,2.2232252125
2009-05-21,2.217577,96560000,14418.33219,1.62,0.18,888.3,81.18,951.2,9.875484,3.754668,14.855738,9.784726,2.3547147500000003,2.2267510875
2009-05-22,2.251977,71826000,14419.05957,1.62,0.18,887.0,80.449997,958.9,9.800764,3.703873,14.803267,9.700932,2.33625405,2.2297036500000003
2009-05-26,2.373519,86554000,14421.96908,1.62,0.18,910.3,80.029999,954.3,10.07125,3.954223,15.245493,9.9781,2.3285716,2.23563745
2009-05-27,2.378106,81415200,14422.69645,1.62,0.18,893.1,80.110001,953.3,10.101138,4.022858,15.08809,9.965209,2.3207745500000003,2.24257455
2009-05-28,2.410212,99528800,14423.42383,1.62,0.18,906.8,80.75,963.2,10.221687,4.083935,15.32794,10.1328,2.31653205,2.24868035
2009-05-29,2.391865,83423200,14424.1512,1.62,0.18,919.1,80.540001,980.3,10.391799,4.106308,15.657736,10.1328,2.3044924,2.25427015
2009-06-01,2.508821,102276400,14426.33333,1.62,0.21,942.9,79.199997,980.0,10.624178,4.213344,16.039999,10.635572,2.2961219999999996,2.260633925
2009-06-02,2.488182,90798400,14427.08496,1.62,0.21,944.7,79.169998,984.4,10.670006,4.217576,16.039999,10.435752,2.2794958999999997,2.2649051125
2009-06-03,2.410212,73568800,14427.83658,1.62,0.21,931.8,78.470001,965.6,10.750953,4.261723,16.28734,10.274609,2.2647044000000003,2.266739725
2009-06-04,2.497355,67318000,14428.5882,1.62,0.21,942.5,79.489998,982.3,10.965897,4.346079,16.362299,10.397076,2.257022,2.270036275
2009-06-05,2.483595,55999200,14429.33982,1.62,0.21,940.1,79.459999,962.6,11.06652,4.374198,16.59465,10.261717,2.2581686000000003,2.2743647875
2009-06-08,2.469836,47394800,14431.59469,1.62,0.21,939.1,80.720001,952.5,10.928288,4.349405,16.527189,10.261717,2.27559735,2.2818752
2009-06-09,2.605139,72503200,14432.34631,1.62,0.21,942.4,80.839996,954.7,10.849832,4.31524,16.549669,10.584006,2.2977273,2.2905895750000003
2009-06-10,2.687696,83332000,14433.09793,1.62,0.21,939.1,79.839996,954.7,10.774614,4.240555,16.901958,10.609786,2.3291449,2.3003645875
2009-06-11,2.653297,83515600,14433.84956,1.62,0.21,944.9,80.269997,962.0,10.68495,4.231485,17.111826,10.538886,2.36549305,2.3110855624999997
2009-06-12,2.639538,59500000,14434.60118,1.62,0.21,946.2,79.57,940.7,10.581339,4.141384,17.486588,10.513103,2.39977725,2.321032575
2009-06-15,2.595965,44516400,14436.85604,1.62,0.21,923.7,80.110001,927.5,10.380342,4.114778,17.55405,10.30039,2.42936025,2.3322121875
2009-06-16,2.524874,59491200,14437.60767,1.62,0.21,912.0,81.129997,932.2,10.361164,4.122637,17.576536,10.223042,2.44931155,2.3419585125
2009-06-17,2.586792,79901600,14438.35929,1.62,0.21,910.7,80.760002,936.0,10.340242,4.099355,17.748934,10.403525,2.4702948,2.3534821249999998
2009-06-18,2.536341,56637600,14439.11091,1.62,0.21,918.4,80.269997,934.6,10.312845,4.108427,17.614014,10.229488,2.48554495,2.362511825
2009-06-19,2.56386,74756400,14439.86253,1.62,0.21,921.2,80.559998,936.2,10.463032,4.217275,18.041248,10.319729,2.5028591,2.371627525
2009-06-22,2.419384,57486400,14442.1174,1.62,0.21,893.0,80.279999,921.0,10.145721,4.153477,17.449118,10.107014,2.51122945,2.3781919625
2009-06-23,2.407918,58976400,14442.86902,1.62,0.21,895.1,80.839996,924.3,10.104127,4.051885,17.494093,10.19081,2.5129494,2.3845557499999996
2009-06-24,2.488182,51509600,14443.62064,1.62,0.21,900.9,79.870003,934.4,10.19404,4.118706,17.591528,10.37774,2.5184531999999997,2.393929425
2009-06-25,2.618897,87044400,14444.37227,1.62,0.21,920.3,80.540001,939.5,10.355435,4.228765,17.831381,10.513103,2.52888745,2.404077075
2009-06-26,2.653297,51395600,14445.12389,1.62,0.21,918.9,80.379997,941.0,10.593294,4.306772,17.501585,10.500213,2.54195905,2.4129921
2009-06-29,2.653297,51005600,14447.37876,1.62,0.21,927.2,79.889999,940.7,10.563904,4.292562,17.883848,10.558223,2.5491828500000002,2.42248045
2009-06-30,2.589085,58984400,14448.13038,1.62,0.21,919.3,79.900002,927.4,10.500392,4.30647,17.816381,10.667803,2.554228,2.4307934875
2009-07-01,2.600551,69642000,14448.882,1.62,0.16,923.3,80.160004,941.3,10.435635,4.318563,18.018763,10.983647,2.56374495,2.43950785
2009-07-02,2.499648,55231200,14451.05799,1.62,0.16,896.4,79.660004,931.0,10.174115,4.233602,17.516573,10.777378,2.5638596,2.4448109875
2009-07-06,2.419384,75245600,14459.76195,1.62,0.16,898.7,80.470001,924.9,10.20201,4.190969,17.38916,10.661357,2.56064905,2.4483942
2009-07-07,2.313895,107299600,14461.93794,1.62,0.16,881.0,80.389999,929.1,9.878722,4.093913,16.886971,10.474427,2.552852,2.4490821875
2009-07-08,2.318482,120586000,14464.11392,1.62,0.16,879.6,80.709999,909.3,10.024675,4.148942,16.909456,10.274609,2.53851915,2.449970825
2009-07-09,2.368933,71456400,14466.28991,1.62,0.16,882.7,80.650002,916.2,10.221438,4.12294,16.819515,10.326175,2.522581,2.4525794
2009-07-10,2.378106,52000800,14468.4659,1.62,0.16,879.1,79.940002,912.5,10.321313,4.188249,16.782032,10.339067,2.50882145,2.45395535
2009-07-13,2.405625,55601200,14474.99387,1.62,0.16,901.0,80.239998,922.5,10.567889,4.303749,17.41165,10.629124,2.4971258,2.45478665
2009-07-14,2.456077,45256800,14477.16986,1.62,0.16,905.8,80.059998,922.8,10.577603,4.301632,17.321697,10.848282,2.4901314,2.4565926
2009-07-15,2.556979,102280800,14479.34585,1.62,0.16,932.7,80.029999,939.4,10.913344,4.441019,18.078728,11.634669,2.49173665,2.4612364375
2009-07-16,2.689988,95207600,14481.52184,1.62,0.16,940.7,79.440002,935.4,11.023681,4.46037,18.318575,11.924728,2.49689645,2.46556495
2009-07-17,2.767959,85035600,14483.69783,1.62,0.16,940.4,79.269997,937.5,10.716083,4.588267,18.206142,12.111661,2.50847735,2.4721293875
2009-07-20,2.802359,78275600,14490.2258,1.62,0.16,951.1,79.480003,948.8,10.714091,4.62334,18.386036,12.182566,2.5204022999999998,2.478665175
2009-07-21,2.745027,94129600,14492.40178,1.62,0.16,954.6,78.830002,946.9,10.657553,4.58101,18.610893,12.182566,2.53668445,2.4827070375
2009-07-22,2.813825,60090800,14494.57777,1.62,0.16,954.1,78.809998,953.3,10.652322,4.739142,18.588406,12.337261,2.5569797999999997,2.4878955375
2009-07-23,2.981232,104612000,14496.75376,1.62,0.16,976.3,78.790001,954.8,10.892672,4.771797,19.158054,12.556417,2.5816323,2.497097225
2009-07-24,2.972059,65059200,14498.92975,1.62,0.16,979.3,78.989998,953.1,11.126296,4.837409,17.576536,12.479073,2.5992904,2.5059836
2009-07-27,2.985819,67748400,14505.45772,1.62,0.16,982.2,78.75,953.5,11.078475,4.840736,17.321697,12.549976,2.6159165,2.5143253125
2009-07-28,2.990405,56318000,14507.63371,1.62,0.16,979.6,78.629997,939.1,10.955187,4.837711,17.591528,12.485518,2.6327719000000003,2.521377075
2009-07-29,2.930781,37397200,14509.8097,1.62,0.16,975.1,78.870003,927.2,10.865274,4.838618,17.838875,12.504854,2.6498567,2.525562275
2009-07-30,2.953713,46844400,14511.98569,1.62,0.16,986.8,79.529999,937.3,11.099397,4.922069,17.846369,12.459733,2.6675148,2.5299481249999998
2009-07-31,2.965179,54156000,14514.16168,1.62,0.16,987.5,79.309998,955.8,11.034889,4.94021,17.629015,12.408169,2.69079135,2.5355952625000002
2009-08-03,3.045443,47190000,14520.68965,1.62,0.16,1002.6,78.190002,958.8,11.263033,5.032127,17.861362,12.485518,2.7220942999999997,2.5409557375
2009-08-04,3.066083,69538000,14522.86563,1.62,0.16,1005.6,77.589996,969.7,11.300891,5.00552,17.816381,12.453283,2.7597037,2.5447682875
2009-08-05,3.072962,61076800,14525.04162,1.62,0.16,1002.7,77.720001,966.3,11.236383,4.992216,17.846369,12.245516,2.7974277,2.5497847874999997
2009-08-06,3.008751,95758800,14527.21761,1.62,0.16,997.1,77.559998,962.9,11.216956,4.955931,17.584034,12.141631,2.8294186,2.553797975
2009-08-07,3.144053,140187200,14529.3936,1.62,0.16,1010.5,77.980003,959.5,11.384827,5.004309,17.658987,12.011772,2.86771595,2.5604484
2009-08-10,3.040857,69331200,14535.92157,1.62,0.16,1007.1,78.879997,946.9,11.372623,4.980423,17.55405,12.180587,2.89947755,2.564977575
2009-08-11,2.969766,48188400,14538.09756,1.62,0.16,994.4,79.239998,947.6,11.306122,4.923279,17.336679,12.102673,2.925162,2.5683888
2009-08-12,3.079842,63494000,14540.27355,1.62,0.16,1005.8,79.160004,952.5,11.421689,4.998263,17.636497,12.213054,2.95130515,2.5752112375
2009-08-13,3.171572,56402800,14542.44954,1.62,0.16,1012.7,78.800003,956.5,11.513843,5.092296,17.703959,12.368874,2.97538435,2.5832662875
2009-08-14,3.077549,42714800,14544.62553,1.62,0.16,1004.1,78.410004,948.7,11.457056,5.042711,17.756426,12.187079,2.9908638499999998,2.5892000875
2009-08-17,2.949127,46503200,14551.15349,1.62,0.16,979.7,78.790001,935.8,11.080717,4.825315,17.42663,11.97931,2.99820225,2.5940445999999997
2009-08-18,3.05691,63620000,14553.32948,1.62,0.16,989.7,79.279999,939.2,11.09043,4.958653,17.773359,12.187079,3.0137964,2.5994910875
2009-08-19,3.022511,55299600,14555.50547,1.62,0.16,996.5,78.919998,944.8,11.057803,4.976794,17.826115,12.206557,3.0242307,2.605682875
2009-08-20,3.14176,81984000,14557.68146,1.62,0.16,1007.4,78.449997,941.7,11.467268,5.029103,17.841192,12.148127,3.0322571,2.6132792875
2009-08-21,3.194505,60732400,14559.85745,1.62,0.16,1026.1,78.360001,954.7,11.587567,5.116485,18.398964,12.264995,3.0433794,2.622022325
2009-08-24,3.105067,46145600,14566.38542,1.62,0.16,1025.6,78.029999,943.7,11.674491,5.111648,18.572334,12.180587,3.0493417999999997,2.6279274375
2009-08-25,3.132587,44408800,14568.56141,1.62,0.16,1028.0,78.25,946.0,11.740245,5.121926,18.572334,12.401345,3.0564508999999997,2.6336319125000003
2009-08-26,3.169279,43430800,14570.7374,1.62,0.16,1028.1,78.32,945.8,11.656309,5.061759,18.50449,12.615608,3.0683758,2.6379891
2009-08-27,3.212851,55107200,14572.91339,1.62,0.16,1031.0,78.669998,947.3,11.60799,5.123436,18.610016,12.641582,3.0813327,2.6443242125
2009-08-28,3.377964,88399200,14575.08938,1.62,0.16,1028.9,78.029999,958.8,11.575363,5.141581,18.602478,13.148022,3.1019719500000003,2.653411225
2009-08-31,3.329807,43179600,14581.61734,1.62,0.16,1020.6,78.379997,953.5,11.49865,5.085947,18.579859,13.193471,3.11619015,2.664275525
2009-09-01,3.217437,73685600,14583.79333,1.62,0.15,998.0,78.110001,956.5,11.351452,4.99796,18.089931,12.803903,3.1237578499999996,2.677977725
2009-09-02,3.263302,40465600,14586.04186,1.62,0.15,994.8,78.779999,978.5,11.282959,4.994332,17.984406,12.641582,3.1332748500000003,2.69173725
2009-09-03,3.341274,53402000,14588.29038,1.62,0.15,1003.2,78.370003,997.7,11.395288,5.035755,18.172846,12.609118,3.149901,2.707761375
2009-09-04,3.465109,51304800,14590.5389,1.62,0.15,1016.4,78.43,996.7,11.489435,5.149441,18.557253,12.751956,3.1659537999999996,2.7269960625
2009-09-08,3.561426,54971200,14599.53299,1.62,0.15,1025.4,78.0,999.1,11.422685,5.228658,18.707998,12.855844,3.19198225,2.7470907125
2009-09-09,3.660034,57168400,14601.78151,1.62,0.15,1033.4,77.230003,997.1,11.555936,5.174537,18.677851,12.940252,3.2264956500000004,2.767787325
2009-09-10,3.776991,60795200,14604.03003,1.62,0.15,1044.1,77.040001,996.8,11.729535,5.217471,18.843683,12.829873,3.2613531,2.7884266125
2009-09-11,3.742593,71273200,14606.27856,1.62,0.15,1042.7,76.809998,1006.4,11.759423,5.205378,18.738155,12.667554,3.2899041499999995,2.8081199375
2009-09-14,3.680675,49051600,14613.02412,1.62,0.15,1049.3,76.639999,1001.1,11.833645,5.252545,18.843683,12.57016,3.3200604499999997,2.82623665
2009-09-15,3.756353,54613600,14615.27264,1.62,0.15,1052.6,76.589996,1006.3,11.893919,5.296086,18.994429,12.693521,3.3604217500000004,2.84547135
2009-09-16,3.655449,70706400,14617.52117,1.62,0.15,1068.8,76.459999,1020.2,12.161665,5.498964,18.994429,12.758453,3.3903486999999997,2.86301475
2009-09-17,3.494921,92309600,14619.76969,1.62,0.15,1065.5,76.260002,1013.5,12.247095,5.579998,19.069805,12.602626,3.4139692000000004,2.877032275
2009-09-18,3.490335,60474000,14622.01821,1.62,0.15,1068.3,76.269997,1010.3,12.240619,5.594208,19.039652,12.70002,3.43139795,2.8909351375
2009-09-21,3.474282,58877600,14628.76378,1.62,0.15,1064.7,76.510002,1004.9,12.378602,5.563972,19.069805,12.687034,3.4453868,2.9042360124999997
2009-09-22,3.481162,36138800,14631.0123,1.62,0.15,1071.7,76.730003,1015.5,12.42991,5.57788,19.424065,12.680541,3.4641915500000002,2.917852225
2009-09-23,3.426123,47893600,14633.26082,1.62,0.15,1060.9,75.989998,1014.4,12.414966,5.60872,19.378836,12.907785,3.4788683500000004,2.9293185
2009-09-24,3.380259,55287600,14635.50934,1.62,0.15,1050.8,76.400002,998.9,12.372873,5.557925,19.552202,12.687034,3.48941735,2.9404694625
2009-09-25,3.32522,37755600,14637.75787,1.62,0.15,1044.4,77.029999,991.6,12.266024,5.514084,19.258244,12.57665,3.4950358,2.9519070624999997
